,RELIANCE.NS,TCS.NS,INFY.NS,HDFCBANK.NS,ICICIBANK.NS,ITC.NS,LT.NS,KOTAKBANK.NS,SBIN.NS,BHARTIARTL.NS,AXISBANK.NS,HCLTECH.NS,MARUTI.NS,ASIANPAINT.NS,WIPRO.NS,ULTRACEMCO.NS,HINDUNILVR.NS,BAJFINANCE.NS,NTPC.NS,TITAN.NS,SUNPHARMA.NS,TECHM.NS,INDUSINDBK.NS,POWERGRID.NS,JSWSTEEL.NS,ADANIENT.NS,BAJAJFINSV.NS,CIPLA.NS,COALINDIA.NS,EICHERMOT.NS,HINDALCO.NS,ONGC.NS,TATACONSUM.NS,NESTLEIND.NS,DRREDDY.NS,M&M.NS,GRASIM.NS,HDFCLIFE.NS,BRITANNIA.NS,APOLLOHOSP.NS,DIVISLAB.NS,BPCL.NS,SBILIFE.NS,TATAMOTORS.NS,HEROMOTOCO.NS,BAJAJ-AUTO.NS,UPL.NS,TATASTEEL.NS,ADANIPORTS.NS,IOC.NS
COALINDIA.NS,0.5098889326592997,0.2126849946515993,0.16515421407464734,0.3630337872082193,0.2749835213473396,0.272350471803341,0.5860372825730321,0.21612585686849292,0.44631085582869545,0.10203111009193905,0.3313216037282779,0.18854941523744578,0.18583638059867152,0.265849154703333,0.24226055026958185,0.32147103210452843,0.09159443503770172,0.27983688267591583,0.614923378280153,0.28823996194800927,0.38726933736979874,0.20180460130364972,0.11700724243455726,0.5250210359607076,0.4354581091333177,0.5334902489175809,0.2604121869032887,0.5072297678045592,1.0,0.33528837317705984,0.6303606582941955,0.6788418255790097,0.1855668347868178,0.21110141015416467,0.4725932329555724,0.18346788353978474,0.43529816081528694,0.40579345162077957,0.026160365027416362,0.31359669972569804,0.25611190358002767,0.5185457588705534,0.49167883320275085,0.4235838187515816,0.38551300633319285,0.33674138154953864,0.44353488026797605,0.6415114014484968,0.5707646099801419,0.5334784577951353
EICHERMOT.NS,0.35995352626211863,0.24147480431558332,0.27538069650479957,0.28681937215216285,0.377800700593382,0.43060034804108144,0.37557310652663,0.39318705853928987,0.37566876356029716,0.3860787975182638,0.39804011005988255,0.22034098460089613,0.47737052093850924,0.3938855525728804,0.34016919579400673,0.4050739539481285,0.2720288132306321,0.2945612274568677,0.4563111208545249,0.4332583297926898,0.3572534669872861,0.33098631652011246,0.15894069606245284,0.39983132089582313,0.5111164318637508,0.41401278275407405,0.3793571829739969,0.3578787970636769,0.33528837317705984,1.0,0.39373753019679053,0.371196166525762,0.3429077695038971,0.34139704069362176,0.29357416703170813,0.5042243598742104,0.40357821311084047,0.27355585187348913,0.3284272964425693,0.48465972281576364,0.34550508803845603,0.3278894915303933,0.34002692450662075,0.35008705552091374,0.5000943659421875,0.5905953474635778,0.4169310096336223,0.5057012720965218,0.36960967200969136,0.3485293762335613
HINDALCO.NS,0.5672065205946742,0.24906925463036886,0.32581104265094346,0.3593810043004736,0.2891444131504502,0.17832855317775712,0.5791107254492261,0.24205613220910102,0.38320403483441345,0.2960388337548129,0.30102102250626117,0.29501738912797304,0.282377772161035,0.2574334493215749,0.3554079140403099,0.2826526761629937,0.03220578257719299,0.24936127076056547,0.5226209415462534,0.3166520550463355,0.3887187628653651,0.30055219832515345,0.12575724438025268,0.4564337195085339,0.6302535332698838,0.5489077915920625,0.3056320063720662,0.44993022259889914,0.6303606582941955,0.39373753019679053,1.0,0.6082909359992191,0.18414053737578864,0.1751366398498116,0.44017039757438153,0.2997447819868511,0.47978449115937527,0.3337637967397313,0.057389747848041066,0.1621935037462929,0.45360647224995515,0.4324045988551181,0.48295514952420143,0.4987425236928668,0.4078118553482965,0.44005804079409333,0.4297063905474874,0.7938995313114011,0.5131031749073051,0.46545982228942145
ONGC.NS,0.5276038088085817,0.3859190607510825,0.33245151726166544,0.25855780799510686,0.2917634158107261,0.2305251594567313,0.5834420939806951,0.258576825615799,0.46547892196284874,0.2872128435377252,0.3770064872258409,0.3306148250110423,0.2663054768512603,0.23362583958386768,0.42072613202686454,0.24280169469625343,0.05677021031127379,0.24387928816890522,0.5072810243504695,0.31531324298148505,0.3125313455425326,0.42455937567548874,0.1388660033875332,0.3906402809486244,0.49448204666433415,0.4836285549582572,0.275904090482582,0.4907537405919948,0.6788418255790097,0.371196166525762,0.6082909359992191,1.0,0.22697818981344364,0.1937858058776597,0.5091713151591144,0.2890427972282242,0.3837488456317247,0.3958327747787164,0.10430875221427896,0.35494986643348847,0.3566163593868174,0.5418735273423813,0.44057171489405855,0.4708546923877603,0.4254791396443014,0.4250001851031097,0.4203077051287792,0.5865734723571586,0.4151732885268263,0.5169618431586019
TATACONSUM.NS,0.30713842517153894,0.22672120500232695,0.2523084905821387,0.315996748478291,0.278023745999314,0.5440823604186429,0.29621642641150253,0.2294626703863159,0.19293732573902111,0.3161610120276862,0.22424974010760348,0.24922204093846725,0.4413017473786469,0.42928434072927923,0.2018094304007554,0.20057994057065895,0.46933077416293506,0.16625176830323474,0.15368852199743133,0.5362321795605867,0.1978016059771405,0.2680856247015243,0.04024179143823694,0.22048253886559846,0.29113724358603177,0.2569248040327162,0.247073151256241,0.20755816476168268,0.1855668347868178,0.3429077695038971,0.18414053737578864,0.22697818981344364,1.0,0.5247335296639035,0.14856152493351046,0.269907568191403,0.2579404785820022,0.20103261170578585,0.530213112748687,0.29112843988235454,0.06199771456824766,0.2604852354880251,0.23383419155119067,0.2224292036959085,0.36253714580652807,0.3880210803860368,0.3100353424557987,0.245656213099081,0.1726214681385153,0.20833047470659377
NESTLEIND.NS,0.31918260406325066,0.27704129791274357,0.2233618581505176,0.11430396969295578,0.26460763886533634,0.49412087761766826,0.25295811183970535,0.12042792682302192,0.14399081956312304,0.3758686967475055,0.17953113604418103,0.3190299978384786,0.2612961943515455,0.48149305198928743,0.17255660310992985,0.20222018910152226,0.6089418961787656,0.14858356508351178,0.2517430252089891,0.5009268366936979,0.2497340004657124,0.2430699753127269,0.015992316841620474,0.45231772742876764,0.2880114986029641,0.21228123347423564,0.22214671975647526,0.30285021167138915,0.21110141015416467,0.34139704069362176,0.1751366398498116,0.1937858058776597,0.5247335296639035,1.0,0.18529693845660608,0.30453273839682315,0.20278190390380027,0.27190265638703087,0.5681247819394644,0.23484905719674354,0.04129373281405302,0.17670791250014445,0.26973165671695554,0.15783328283000525,0.3808288934913356,0.4423128324281423,0.2540853326194994,0.19325922851351893,0.20045167348408377,0.1426265880893774
DRREDDY.NS,0.39360206144518867,0.23288846840879493,0.2924526753675682,0.21418461882469608,0.22203751806222363,0.13980435511653358,0.46203078257484925,0.17956051489716265,0.33919114646644793,0.13158097763239132,0.348660185512692,0.3003367236975972,0.3149822457460311,0.22053176918215675,0.32487375966858406,0.23755342851849684,0.028658290372516305,0.20657538133628722,0.319700799620854,0.2923385279730743,0.4173896778651352,0.29194111853432547,0.18120726210665333,0.33211433133367335,0.406428242477233,0.4690568744678625,0.17614116365369117,0.6026442519478517,0.4725932329555724,0.29357416703170813,0.44017039757438153,0.5091713151591144,0.14856152493351046,0.18529693845660608,1.0,0.3799652791871357,0.3600567902218259,0.19048085202651224,-0.007823685664637592,0.2898843543698263,0.3300652199859534,0.38990546559955125,0.3276630314951191,0.3980077418094298,0.45592637997390967,0.37004962462963853,0.3730968893221099,0.4346922644194739,0.40949608455934916,0.36431244318149253
M&M.NS,0.33422441557884847,0.2519898389835217,0.41229483078421586,0.24864981889931545,0.46054283084664605,0.3266218035540232,0.24918038655549335,0.1650172129663491,0.32509188757057117,0.4605793383630038,0.38258288333217816,0.2575159564433153,0.5007828053531711,0.2182718829630565,0.35899115460889414,0.3553661776068554,0.2520374906121074,0.3489731360931941,0.28084301298816416,0.42443966474165845,0.2853584642569324,0.31736094091953193,0.2139421144144352,0.34504139765221126,0.430451979409991,0.4535987980348089,0.35021095719512196,0.3995678396045996,0.18346788353978474,0.5042243598742104,0.2997447819868511,0.2890427972282242,0.269907568191403,0.30453273839682315,0.3799652791871357,1.0,0.3202790243468293,0.28095775306732684,0.22609150668555156,0.34274342018515636,0.40483593124454603,0.325436818695185,0.3184539590147981,0.39683870895352247,0.42767653343706963,0.5361422390278635,0.3979297584216168,0.4292317762424395,0.4312745682548578,0.3092281002541738
GRASIM.NS,0.39150777213645854,0.2291468283261931,0.34241695635718566,0.4175355750589969,0.4153166889023149,0.2786993227321755,0.4550502094703689,0.33774740296303435,0.4475580288034602,0.3369848176346366,0.3444123740981736,0.2590945604163223,0.23229943553537988,0.24889678981113594,0.3974601418786223,0.6357124999728644,0.0011425436597758435,0.3372264052706306,0.4640514284725781,0.32685752487086817,0.3829111576945409,0.3360628189046677,0.03448005358107422,0.41405544249550874,0.5667946373706134,0.5652977403936772,0.2915436704594828,0.4477205658435121,0.43529816081528694,0.40357821311084047,0.47978449115937527,0.3837488456317247,0.2579404785820022,0.20278190390380027,0.3600567902218259,0.3202790243468293,1.0,0.4554915663492705,0.1366957435976771,0.2842630234345491,0.3358398175437228,0.3926728611099967,0.44742849106587124,0.2896530917105744,0.32996323695916524,0.31855428927235474,0.2961730748290437,0.46373506936006886,0.46900354500755237,0.3971558591584355
HDFCLIFE.NS,0.3723631555028521,0.2266973923638769,0.235061283307249,0.38205631992723066,0.47638857135390933,0.17469391097055328,0.5003064797661094,0.2163715237859561,0.3685219833997598,0.3887488102162642,0.36601517428431773,0.19740300256787385,0.19949967220349044,0.22178231201356272,0.2393357987190568,0.36120879332098493,0.1543432401717332,0.22875039514251597,0.3445005056635834,0.2793373331926565,0.22452330632223627,0.26051745618132643,0.046099339563791836,0.3413121220448428,0.3747836031113252,0.453013058361961,0.17703306280067432,0.3609860617165484,0.40579345162077957,0.27355585187348913,0.3337637967397313,0.3958327747787164,0.20103261170578585,0.27190265638703087,0.19048085202651224,0.28095775306732684,0.4554915663492705,1.0,0.15519599472910886,0.4435110080991251,0.22968526133388478,0.38121227796738394,0.6296055721050345,0.3134742555325948,0.2709039212661918,0.3741731877862855,0.29971134491798307,0.3895545414447256,0.4301644740420269,0.3792597562631116
BRITANNIA.NS,0.19423680876333985,0.33778902252611925,0.261842925216221,0.03120879059899923,0.2233707958970773,0.4877842338282104,0.19116094186992227,0.09685364728627274,0.12029089280621973,0.30940134237969946,0.06495370978641475,0.2851554112856292,0.24132776447271306,0.3469430220676101,0.18644479029827654,0.16597135701253918,0.6114255465089599,-0.04527084769965755,0.13145627609347998,0.4440696588284335,0.13641715843302799,0.21784188022866743,-0.07091163607653989,0.22990796889436899,0.18218860950323879,0.1177691107354053,0.13867173513850925,0.16799036788418342,0.026160365027416362,0.3284272964425693,0.057389747848041066,0.10430875221427896,0.530213112748687,0.5681247819394644,-0.007823685664637592,0.22609150668555156,0.1366957435976771,0.15519599472910886,1.0,0.1247711280286723,-0.03938735058184025,0.13419736813858288,0.07763335923616847,0.16496972382009364,0.22616487502523142,0.33575146241647363,0.08392873553711341,0.08748044118665348,0.13677373019061956,0.07097042782916438
APOLLOHOSP.NS,0.2850689804257419,0.16167021860384193,0.1816968548544498,0.3630466295806241,0.3984128959977886,0.24955070446333258,0.3415124533585347,0.22093349155699263,0.26870348867126187,0.2644121206453481,0.2650248339154733,0.23238001784349724,0.27631068926980945,0.34747519668656535,0.2079760971565779,0.47557608893138226,0.2471333297536511,0.2672837189650111,0.32167794599898863,0.230135369098574,0.2429761094069929,0.20289827329353904,0.12251333888093835,0.34731963721458675,0.3369801838858007,0.31764461368633296,0.2489047887714581,0.26345464632839594,0.31359669972569804,0.48465972281576364,0.1621935037462929,0.35494986643348847,0.29112843988235454,0.23484905719674354,0.2898843543698263,0.34274342018515636,0.2842630234345491,0.4435110080991251,0.1247711280286723,1.0,0.1661414747836874,0.38563341711539,0.3089434042365378,0.2852561706220251,0.37700671592521134,0.3917447340971406,0.3467503344154585,0.30793493081522455,0.30814984638548165,0.39682131940666715
DIVISLAB.NS,0.289105909307943,0.05264383550538936,0.1428556832102953,0.2292865741778654,0.15730742513209514,0.04126188447725107,0.28570353606675025,0.1959823679887162,0.3645969231106769,0.1899538756944149,0.1873327591275444,0.11626808529817806,0.23581839437099367,0.09339145734830243,0.27544945944080995,0.3065624299258192,-0.14857344540386727,0.3583410973399619,0.2999450074930599,0.2961430328931222,0.4564260993586837,0.2524168034562261,0.20823408710747598,0.26986857741893167,0.38445269614322924,0.41322669242134946,0.31312550180675486,0.3839016105462371,0.25611190358002767,0.34550508803845603,0.45360647224995515,0.3566163593868174,0.06199771456824766,0.04129373281405302,0.3300652199859534,0.40483593124454603,0.3358398175437228,0.22968526133388478,-0.03938735058184025,0.1661414747836874,1.0,0.33671094401841367,0.2262806092118493,0.3555736644852938,0.3236243402237,0.42981243000845837,0.4255813210379735,0.4013975208725718,0.3676498701449815,0.33430574294524545
BPCL.NS,0.4431123235875308,0.1898552288179779,0.16716513389524326,0.2603582804359131,0.2680661416190119,0.3290119859320426,0.4649055681580396,0.26194000419746977,0.4862392946023186,0.21990902730782214,0.3185484502805495,0.16037481934371847,0.19503902481793442,0.2966276475237219,0.26698731159093264,0.31917001316144944,0.12188416417022642,0.27616590097389687,0.4727310896173028,0.32358190756273625,0.31496716267174724,0.20612186378619535,0.050410865275848225,0.40821323100380996,0.40583444461032986,0.5280234475424751,0.23521407133667493,0.4894444542458138,0.5185457588705534,0.3278894915303933,0.4324045988551181,0.5418735273423813,0.2604852354880251,0.17670791250014445,0.38990546559955125,0.325436818695185,0.3926728611099967,0.38121227796738394,0.13419736813858288,0.38563341711539,0.33671094401841367,1.0,0.3513368696265027,0.44625938927510167,0.384047585281964,0.36851299520244474,0.2596373152836555,0.44138356936523626,0.4757023195111113,0.7905996870845324
SBILIFE.NS,0.4934307073374635,0.3045055153577988,0.3207859443494308,0.3895668666727372,0.47942338682452673,0.17763564668280882,0.48425541532169425,0.280648100213459,0.3668754402774649,0.3468663536021731,0.3574799055969518,0.25810141170728246,0.2948144524288504,0.18841431933884814,0.19830445688382617,0.32900283334514846,0.16530736419637881,0.3016985685738593,0.38122129595366483,0.302841443629804,0.3649093426185159,0.36363468899760304,0.1639477610598738,0.3701586664917403,0.4788740231732606,0.413888378596995,0.31361421217786994,0.41344320000121193,0.49167883320275085,0.34002692450662075,0.48295514952420143,0.44057171489405855,0.23383419155119067,0.26973165671695554,0.3276630314951191,0.3184539590147981,0.44742849106587124,0.6296055721050345,0.07763335923616847,0.3089434042365378,0.2262806092118493,0.3513368696265027,1.0,0.4008268066860159,0.29639314430109165,0.41661701073893115,0.41136019761986037,0.5030937123884286,0.4457452036350944,0.3339681787190298
TATAMOTORS.NS,0.41529743569951216,0.26574080536356665,0.3209799321930884,0.23236216024667203,0.3171137251879696,0.18205255831186373,0.5676197327338353,0.293377371806378,0.4368532125409524,0.21846248260762596,0.31574766672725824,0.31183184340136505,0.26489003428022473,0.17297978838196806,0.3468746313478856,0.36966902641757243,0.05407930963948824,0.24024176758310076,0.37665206134158835,0.3619947988531399,0.3495810192560825,0.3463198391213645,0.13958101792572,0.29681323791049574,0.43252711425777063,0.5163193517491045,0.32136427467387063,0.37574386799863796,0.4235838187515816,0.35008705552091374,0.4987425236928668,0.4708546923877603,0.2224292036959085,0.15783328283000525,0.3980077418094298,0.39683870895352247,0.2896530917105744,0.3134742555325948,0.16496972382009364,0.2852561706220251,0.3555736644852938,0.44625938927510167,0.4008268066860159,1.0,0.38645430704980294,0.43039756030528786,0.4045334172308106,0.5622813036601199,0.5348330451490388,0.3638050890844328
HEROMOTOCO.NS,0.3682050518676438,0.2535762766912165,0.3018766560976384,0.23598028238737961,0.26935500053556405,0.25992257616693437,0.4899776402381651,0.1994485619224852,0.28574951155963485,0.26780144982274895,0.3180546014058812,0.33678676021464365,0.49627805651063095,0.4031987513376484,0.34315567281824483,0.3683920284280016,0.24518297696598415,0.2134098925404396,0.37280705365676126,0.4242681329973837,0.2675850466745276,0.3562240243972818,0.08060652834121346,0.36783876315268776,0.5261769784963011,0.44871946455675865,0.2699425917517008,0.3636686318358977,0.38551300633319285,0.5000943659421875,0.4078118553482965,0.4254791396443014,0.36253714580652807,0.3808288934913356,0.45592637997390967,0.42767653343706963,0.32996323695916524,0.2709039212661918,0.22616487502523142,0.37700671592521134,0.3236243402237,0.384047585281964,0.29639314430109165,0.38645430704980294,1.0,0.746960028538657,0.4044064344786047,0.4651210619304799,0.33862275265606784,0.40204023788228543
BAJAJ-AUTO.NS,0.46127089279676237,0.23587881507516326,0.3009036399147054,0.27607883270501477,0.4268643073182335,0.3050290739550988,0.4573913617685915,0.3093168483268926,0.3270226977255882,0.3888908382385618,0.365504710508933,0.36039410103114766,0.4668178008407645,0.3891130368128834,0.2844645350289805,0.33633487482675434,0.34052648953357884,0.26333106610718526,0.37004014044022915,0.4399711837332519,0.32490881236187247,0.3412618705919501,0.1025563602371202,0.3435920324392233,0.539962546621163,0.4542468767569544,0.3232107618333593,0.41483365792988963,0.33674138154953864,0.5905953474635778,0.44005804079409333,0.4250001851031097,0.3880210803860368,0.4423128324281423,0.37004962462963853,0.5361422390278635,0.31855428927235474,0.3741731877862855,0.33575146241647363,0.3917447340971406,0.42981243000845837,0.36851299520244474,0.41661701073893115,0.43039756030528786,0.746960028538657,1.0,0.3957449895790047,0.4846828712927732,0.38181579816506084,0.38456050361544525
UPL.NS,0.31218743745071414,0.13819972185135115,0.21854199261162383,0.2852893998208069,0.2558817191411922,0.16733948424632067,0.39922060653583885,0.16141102030683754,0.3473240717741437,0.21973578403910515,0.15493438090779957,0.189941204598118,0.39895221645986356,0.26285967872480626,0.3383266099861152,0.2831087385607795,0.08244801848845901,0.2655921213527699,0.30596879924647447,0.37372267077995364,0.33343486768343006,0.2524505576639624,0.2205710203969975,0.36775228203356247,0.34654364052627246,0.4018165510065167,0.2778671173689546,0.410212995648496,0.44353488026797605,0.4169310096336223,0.4297063905474874,0.4203077051287792,0.3100353424557987,0.2540853326194994,0.3730968893221099,0.3979297584216168,0.2961730748290437,0.29971134491798307,0.08392873553711341,0.3467503344154585,0.4255813210379735,0.2596373152836555,0.41136019761986037,0.4045334172308106,0.4044064344786047,0.3957449895790047,1.0,0.452237116166068,0.4395050606569691,0.3680479070488694
TATASTEEL.NS,0.5281605260457766,0.2897012690009887,0.39873958429078177,0.3564592077542416,0.372702640354261,0.2110229129291412,0.6098390835886275,0.28727709903490833,0.44655302443025924,0.3984101666589244,0.4025491732526193,0.3320269905719334,0.38132061981339577,0.30349257361127396,0.4458101968503129,0.42313622710485005,0.07366737571961568,0.3346007686730843,0.5676294220772917,0.38953207738774814,0.3970805150139885,0.3968965991405571,0.16775509319235277,0.4785636480345448,0.6953779226252419,0.5923553324796468,0.3920976959588387,0.5060144781530886,0.6415114014484968,0.5057012720965218,0.7938995313114011,0.5865734723571586,0.245656213099081,0.19325922851351893,0.4346922644194739,0.4292317762424395,0.46373506936006886,0.3895545414447256,0.08748044118665348,0.30793493081522455,0.4013975208725718,0.44138356936523626,0.5030937123884286,0.5622813036601199,0.4651210619304799,0.4846828712927732,0.452237116166068,1.0,0.5556788061665837,0.4654835504762904
ADANIPORTS.NS,0.5159004425313647,0.18515140908978006,0.2710696829801225,0.4011561306069268,0.46259554936124025,0.2778397621040291,0.46778312182512777,0.14121856610443292,0.5236887338352861,0.24633945685359643,0.4061264718327185,0.1502049276440525,0.3345433307445505,0.3071251349781562,0.291074769785746,0.369385732214763,0.09520968282263109,0.31227777810759155,0.5417032187537222,0.2536771178831962,0.3681827848653551,0.24844741248134092,0.21400389867685252,0.4843412373676456,0.31337146208261807,0.7860247584311187,0.3843801011760259,0.5198998322555047,0.5707646099801419,0.36960967200969136,0.5131031749073051,0.4151732885268263,0.1726214681385153,0.20045167348408377,0.40949608455934916,0.4312745682548578,0.46900354500755237,0.4301644740420269,0.13677373019061956,0.30814984638548165,0.3676498701449815,0.4757023195111113,0.4457452036350944,0.5348330451490388,0.33862275265606784,0.38181579816506084,0.4395050606569691,0.5556788061665837,1.0,0.5948192833076407
IOC.NS,0.40033496855886697,0.16199130594416414,0.15133831505094383,0.2717091928148558,0.27507593412623715,0.27447782423515865,0.44945500125134624,0.24805303344114282,0.5222563806478645,0.21108935136097248,0.27248347713609594,0.12584584511674501,0.22977396510991097,0.36890910147296396,0.31263911360532953,0.3559067702588778,0.03649950484220768,0.2749505938029138,0.5687240505081156,0.20712187739906618,0.32375823665688064,0.23540358420217794,0.08650971607431425,0.5246595166324941,0.305545699186538,0.6136782246423436,0.19818802089134338,0.454340177512142,0.5334784577951353,0.3485293762335613,0.46545982228942145,0.5169618431586019,0.20833047470659377,0.1426265880893774,0.36431244318149253,0.3092281002541738,0.3971558591584355,0.3792597562631116,0.07097042782916438,0.39682131940666715,0.33430574294524545,0.7905996870845324,0.3339681787190298,0.3638050890844328,0.40204023788228543,0.38456050361544525,0.3680479070488694,0.4654835504762904,0.5948192833076407,1.0
