Date,RELIANCE.NS_rsi_14,RELIANCE.NS_sma_20,RELIANCE.NS_sma_50,RELIANCE.NS_bb_upper,RELIANCE.NS_bb_middle,RELIANCE.NS_bb_lower,TCS.NS_rsi_14,TCS.NS_sma_20,TCS.NS_sma_50,TCS.NS_bb_upper,TCS.NS_bb_middle,TCS.NS_bb_lower,INFY.NS_rsi_14,INFY.NS_sma_20,INFY.NS_sma_50,INFY.NS_bb_upper,INFY.NS_bb_middle,INFY.NS_bb_lower
2025-05-14,72.3259020642836,1357.7450012207032,1282.3699951171875,1494.9190966130368,1357.7450012207032,1220.5709058283696,63.34842308683828,3392.491357421875,3445.4040380859374,3575.7596410598003,3392.491357421875,3209.2230737839495,73.03018024684768,1473.310369873047,1533.9688940429687,1583.3838645903804,1473.310369873047,1363.2368751557135
2025-05-15,74.86960407144849,1368.45,1287.373994140625,1500.2798300705415,1368.45,1236.6201699294586,66.88127729079429,3408.9302368164062,3444.41978515625,3585.763700242647,3408.9302368164062,3232.0967733901657,76.01026683959974,1482.5306396484375,1530.917822265625,1599.6101680742415,1482.5306396484375,1365.4511112226335
2025-05-16,75.34110648423558,1379.304998779297,1292.3599951171875,1501.7791605181783,1379.304998779297,1256.8308370404156,61.32321634996938,3423.1785888671875,3443.4038134765624,3590.022514215454,3423.1785888671875,3256.334663518921,69.14485725297307,1491.2479858398438,1527.4782177734376,1606.3602408246636,1491.2479858398438,1376.135730855024
2025-05-19,64.11763354240048,1387.6200012207032,1297.1739965820314,1502.478623236655,1387.6200012207032,1272.7613792047514,56.99426387633108,3434.0767333984377,3444.1085498046873,3586.607580414969,3434.0767333984377,3281.5458863819063,62.34509311229055,1498.1656555175782,1524.9557104492187,1606.573279832122,1498.1656555175782,1389.7580312030345
2025-05-20,55.18101985175823,1394.075,1302.24099609375,1501.3988808844786,1394.075,1286.7511191155215,52.43489119630598,3442.8338989257813,3444.212626953125,3580.4861334988386,3442.8338989257813,3305.181664352724,60.51314436944481,1503.5696166992188,1522.0367797851563,1608.5738985736218,1503.5696166992188,1398.5653348248159
2025-05-21,55.05006607886872,1400.975,1307.5869946289063,1497.6685035230714,1400.975,1304.2814964769284,56.69454382785563,3453.3107788085936,3444.0887255859375,3570.877226887668,3453.3107788085936,3335.7443307295193,61.19842375170441,1510.7535339355468,1519.6740209960938,1606.0114884426964,1510.7535339355468,1415.4955794283971
2025-05-22,47.87407704995346,1406.445001220703,1312.2629956054689,1490.6594791061684,1406.445001220703,1322.2305233352376,54.073689197643155,3456.4825805664063,3442.700068359375,3569.3846128327687,3456.4825805664063,3343.580548300044,56.351681516564184,1514.3331665039063,1516.4395288085936,1605.9930030425398,1514.3331665039063,1422.6733299652728
2025-05-23,49.10179728258592,1412.7050048828125,1316.6069970703124,1481.2622686954064,1412.7050048828125,1344.1477410702187,55.20816890250051,3462.082800292969,3440.9753955078127,3568.1692098061358,3462.082800292969,3355.996390779802,58.38306204274299,1518.9383728027344,1513.4604467773438,1606.3537883091603,1518.9383728027344,1431.5229572963085
2025-05-26,52.801292241776736,1419.4250061035157,1320.3069970703125,1463.6685462272073,1419.4250061035157,1375.181465979824,56.48599572520447,3466.5084594726563,3439.510419921875,3572.1696416082655,3466.5084594726563,3360.847277337047,59.91378957699053,1523.8837890625,1511.3797216796875,1608.3198015754876,1523.8837890625,1439.4477765495124
2025-05-27,53.27367995174777,1422.0900024414063,1323.98099609375,1459.3665127696397,1422.0900024414063,1384.813492113173,54.325373273168104,3469.244140625,3437.7074462890623,3571.879690503301,3469.244140625,3366.608590746699,58.69932129259347,1528.2227416992187,1508.7891723632813,1607.9564465205422,1528.2227416992187,1448.4890368778952
2025-05-28,51.160964051981445,1422.7500061035157,1327.2929956054688,1458.8047474058674,1422.7500061035157,1386.695264801164,53.95591318411437,3470.493029785156,3436.1691162109373,3572.3327703630953,3470.493029785156,3368.653289207217,58.53588816405218,1531.8861938476562,1507.0180932617188,1608.3214127939104,1531.8861938476562,1455.4509749014019
2025-05-29,58.85690729907414,1423.3900085449218,1330.5079956054688,1458.5617168438428,1423.3900085449218,1388.2183002460008,54.74860787393545,3472.6934814453125,3436.0085498046874,3572.110248210996,3472.6934814453125,3373.276714679629,60.72017470494042,1536.1018798828125,1506.91455078125,1609.5646495456854,1536.1018798828125,1462.6391102199395
2025-05-30,45.49133971720633,1423.4450073242188,1333.9679956054688,1458.5965133039213,1423.4450073242188,1388.2935013445162,33.05268878499504,3474.299206542969,3435.0639453125,3569.784579950142,3474.299206542969,3378.813833135796,41.39962926066506,1539.9372802734374,1507.0099560546876,1610.3300785531858,1539.9372802734374,1469.544481993689
2025-06-02,49.37264800437431,1422.5650024414062,1337.4649951171875,1457.7697002157056,1422.5650024414062,1387.360304667107,41.2224144014134,3474.0761962890624,3434.1143896484373,3570.0769522233322,3474.0761962890624,3378.0754403547926,51.800323768590665,1543.2438659667969,1506.72619140625,1609.3831245764632,1543.2438659667969,1477.1046073571306
2025-06-03,44.05285666765767,1421.7950012207032,1340.7979956054687,1457.8172024435157,1421.7950012207032,1385.7727999978906,31.23201637001597,3471.3603271484376,3432.2806884765623,3575.4050444068557,3471.3603271484376,3367.3156098900195,42.44641291736061,1545.8674621582031,1506.22642578125,1607.1894717764878,1545.8674621582031,1484.5454525399184
2025-06-04,39.564945346394,1422.6700012207032,1344.3249951171874,1457.9186148305437,1422.6700012207032,1387.4213876108627,26.32773415498791,3469.6678955078123,3430.5728759765625,3578.577415767994,3469.6678955078123,3360.7583752476307,38.31190030656528,1549.0588317871093,1505.9596875,1603.8597768348936,1549.0588317871093,1494.257886739325
